date,open_time,close_time,open_price,close_price,asset_volume,number_of_trades
2025-01-04,13:00:00,13:15:00,2392.83,2333.67,3.37,476
2025-01-04,14:00:00,14:15:00,2333.67,2323.33,3.19,486
2025-01-04,15:00:00,15:15:00,2323.33,2337.41,3.3,471
2025-01-04,16:00:00,16:15:00,2337.41,2308.82,3.69,564
2025-01-05,09:00:00,09:15:00,2308.82,2268.3,4.15,562
2025-01-05,10:00:00,10:15:00,2268.3,2263.13,3.54,522
2025-01-05,11:00:00,11:15:00,2263.13,2240.73,2.78,354
2025-01-05,12:00:00,12:15:00,2240.73,2260.61,4.01,537
2025-01-05,13:00:00,13:15:00,2260.61,2272.7,4.03,598
2025-01-05,14:00:00,14:15:00,2272.7,2252.67,3.01,380
2025-01-05,15:00:00,15:15:00,2252.67,2243.15,3.4,459
2025-01-05,16:00:00,16:15:00,2243.15,2268.44,4.6,658
2025-01-06,09:00:00,09:15:00,2268.44,2217.4,3.74,501
2025-01-06,10:00:00,10:15:00,2217.4,2209.43,3.05,422
2025-01-06,11:00:00,11:15:00,2209.43,2218.4,2.91,373
2025-01-06,12:00:00,12:15:00,2218.4,2244.51,3.86,501
2025-01-06,13:00:00,13:15:00,2244.51,2227.21,2.87,423
2025-01-06,14:00:00,14:15:00,2227.21,2183.55,4.22,506
2025-01-06,15:00:00,15:15:00,2183.55,2158.68,3.43,432
2025-01-06,16:00:00,16:15:00,2158.68,2110.12,4.1,488
2025-01-07,09:00:00,09:15:00,2110.12,2136.59,4.18,483
2025-01-07,10:00:00,10:15:00,2136.59,2106.36,3.8,571
2025-01-07,11:00:00,11:15:00,2106.36,2074.34,3.29,384
2025-01-07,12:00:00,12:15:00,2074.34,2051.64,3.13,470
2025-01-07,13:00:00,13:15:00,2051.64,2015.12,2.85,411
2025-01-07,14:00:00,14:15:00,2015.12,1966.21,3.84,450
2025-01-07,15:00:00,15:15:00,1966.21,1974.93,3.04,492
2025-01-07,16:00:00,16:15:00,1974.93,1941.68,2.85,424
2025-01-08,09:00:00,09:15:00,1941.68,1905.53,3.42,393
2025-01-08,10:00:00,10:15:00,1905.53,1911.13,2.86,435
2025-01-08,11:00:00,11:15:00,1911.13,1903.19,2.9,472
2025-01-08,12:00:00,12:15:00,1903.19,1908.04,3.52,544
2025-01-08,13:00:00,13:15:00,1908.04,1892.24,3.66,486
2025-01-08,14:00:00,14:15:00,1892.24,1897.55,2.91,430
2025-01-08,15:00:00,15:15:00,1897.55,1924.13,4.51,501
2025-01-08,16:00:00,16:15:00,1924.13,1878.91,4.15,588
2025-01-09,09:00:00,09:15:00,1878.91,1841.12,3.92,557
2025-01-09,10:00:00,10:15:00,1841.12,1862.18,3.47,535
2025-01-09,11:00:00,11:15:00,1862.18,1836.81,3.77,546
2025-01-09,12:00:00,12:15:00,1836.81,1798.39,3.3,509
2025-01-09,13:00:00,13:15:00,1798.39,1791.82,3.43,397
2025-01-09,14:00:00,14:15:00,1791.82,1814.6,4.42,554
2025-01-09,15:00:00,15:15:00,1814.6,1804.7,2.73,408
2025-01-09,16:00:00,16:15:00,1804.7,1824.33,3.25,491
2025-01-10,09:00:00,09:15:00,1824.33,1789.21,3.81,534
2025-01-10,10:00:00,10:15:00,1789.21,1818.56,3.24,397
2025-01-10,11:00:00,11:15:00,1818.56,1799.65,4.1,586
2025-01-10,12:00:00,12:15:00,1799.65,1761.18,3.39,444
2025-01-10,13:00:00,13:15:00,1761.18,1736.14,2.95,348
2025-01-10,14:00:00,14:15:00,1736.14,1754.71,2.93,458
2025-01-10,15:00:00,15:15:00,1754.71,1733.06,2.82,359
2025-01-10,16:00:00,16:15:00,1733.06,1714.13,3.61,548
2025-01-11,09:00:00,09:15:00,1714.13,1702.4,3.45,468
2025-01-11,10:00:00,10:15:00,1702.4,1691.57,2.8,348
2025-01-11,11:00:00,11:15:00,1691.57,1684.39,3.74,463
2025-01-11,12:00:00,12:15:00,1684.39,1661.01,4.15,607
2025-01-11,13:00:00,13:15:00,1661.01,1645.25,3.99,540
2025-01-11,14:00:00,14:15:00,1645.25,1648.21,3.21,508
2025-01-11,15:00:00,15:15:00,1648.21,1670.06,3.86,527
2025-01-11,16:00:00,16:15:00,1670.06,1657.81,3.12,365
2025-01-12,09:00:00,09:15:00,1657.81,1677.4,3.38,502
2025-01-12,10:00:00,10:15:00,1677.4,1641.51,3.25,479
2025-01-12,11:00:00,11:15:00,1641.51,1650.28,3.78,489
2025-01-12,12:00:00,12:15:00,1650.28,1656.18,3.69,563
2025-01-12,13:00:00,13:15:00,1656.18,1625.8,4.48,582
2025-01-12,14:00:00,14:15:00,1625.8,1629.22,2.7,436
2025-01-12,15:00:00,15:15:00,1629.22,1652.94,3.73,461
2025-01-12,16:00:00,16:15:00,1652.94,1640.59,3.37,478
2025-01-13,09:00:00,09:15:00,1640.59,1632.36,3.61,479
2025-01-13,10:00:00,10:15:00,1632.36,1648.08,3.6,529
2025-01-13,11:00:00,11:15:00,1648.08,1671.0,3.83,578
2025-01-13,12:00:00,12:15:00,1671.0,1644.55,4.21,556
2025-01-13,13:00:00,13:15:00,1644.55,1667.37,3.95,479
2025-01-13,14:00:00,14:15:00,1667.37,1654.03,3.28,398
2025-01-13,15:00:00,15:15:00,1654.03,1649.67,3.9,517
2025-01-13,16:00:00,16:15:00,1649.67,1621.94,3.64,549
2025-01-14,09:00:00,09:15:00,1621.94,1612.21,2.89,389
2025-01-14,10:00:00,10:15:00,1612.21,1615.4,3.27,387
2025-01-14,11:00:00,11:15:00,1615.4,1593.44,3.22,509
2025-01-14,12:00:00,12:15:00,1593.44,1600.72,3.24,427
2025-01-14,13:00:00,13:15:00,1600.72,1577.87,3.03,398
2025-01-14,14:00:00,14:15:00,1577.87,1558.78,3.08,402
2025-01-14,15:00:00,15:15:00,1558.78,1575.34,4.22,487
2025-01-14,16:00:00,16:15:00,1575.34,1591.37,3.54,504
2025-01-15,09:00:00,09:15:00,1591.37,1600.31,2.73,368
2025-01-15,10:00:00,10:15:00,1600.31,1628.59,3.74,573
2025-01-15,11:00:00,11:15:00,1628.59,1643.76,3.9,459
2025-01-15,12:00:00,12:15:00,1643.76,1657.66,2.8,364
2025-01-15,13:00:00,13:15:00,1657.66,1630.07,3.41,478
2025-01-15,14:00:00,14:15:00,1630.07,1612.27,3.52,492
2025-01-15,15:00:00,15:15:00,1612.27,1643.11,3.3,526
2025-01-15,16:00:00,16:15:00,1643.11,1673.68,4.14,549
2025-01-16,09:00:00,09:15:00,1673.68,1692.77,3.6,474
2025-01-16,10:00:00,10:15:00,1692.77,1705.26,3.84,435
2025-01-16,11:00:00,11:15:00,1705.26,1727.01,4.22,523
2025-01-16,12:00:00,12:15:00,1727.01,1718.83,2.81,393
2025-01-16,13:00:00,13:15:00,1718.83,1740.01,3.79,485
2025-01-16,14:00:00,14:15:00,1740.01,1732.62,3.43,396
2025-01-16,15:00:00,15:15:00,1732.62,1739.19,2.97,496
2025-01-16,16:00:00,16:15:00,1739.19,1767.7,3.66,469
2025-01-17,09:00:00,09:15:00,1767.7,1791.6,4.06,494
2025-01-17,10:00:00,10:15:00,1791.6,1794.63,3.11,392
2025-01-17,11:00:00,11:15:00,1794.63,1832.42,3.45,481
2025-01-17,12:00:00,12:15:00,1832.42,1808.57,3.62,549
2025-01-17,13:00:00,13:15:00,1808.57,1782.47,3.23,450
2025-01-17,14:00:00,14:15:00,1782.47,1778.8,3.96,526
2025-01-17,15:00:00,15:15:00,1778.8,1779.67,3.61,462
2025-01-17,16:00:00,16:15:00,1779.67,1775.03,3.39,454
2025-01-18,09:00:00,09:15:00,1775.03,1789.61,3.07,368
2025-01-18,10:00:00,10:15:00,1789.61,1763.32,3.41,407
2025-01-18,11:00:00,11:15:00,1763.32,1799.14,4.33,521
2025-01-18,12:00:00,12:15:00,1799.14,1831.08,2.96,441
2025-01-18,13:00:00,13:15:00,1831.08,1819.03,3.85,528
2025-01-18,14:00:00,14:15:00,1819.03,1796.29,3.5,438
2025-01-18,15:00:00,15:15:00,1796.29,1790.37,2.97,451
2025-01-18,16:00:00,16:15:00,1790.37,1798.31,2.76,411
2025-01-19,09:00:00,09:15:00,1798.31,1794.07,3.08,405
2025-01-19,10:00:00,10:15:00,1794.07,1810.7,3.9,561
2025-01-19,11:00:00,11:15:00,1810.7,1785.39,3.8,512
2025-01-19,12:00:00,12:15:00,1785.39,1813.69,3.51,426
2025-01-19,13:00:00,13:15:00,1813.69,1837.36,3.12,370
2025-01-19,14:00:00,14:15:00,1837.36,1862.5,3.88,459
2025-01-19,15:00:00,15:15:00,1862.5,1907.73,3.23,377
2025-01-19,16:00:00,16:15:00,1907.73,1911.6,3.59,469
2025-01-20,09:00:00,09:15:00,1911.6,1888.55,3.17,493
2025-01-20,10:00:00,10:15:00,1888.55,1891.79,3.94,479
2025-01-20,11:00:00,11:15:00,1891.79,1928.17,4.21,535
2025-01-20,12:00:00,12:15:00,1928.17,1922.38,3.45,502
2025-01-20,13:00:00,13:15:00,1922.38,1971.7,3.27,421
2025-01-20,14:00:00,14:15:00,1971.7,2001.12,3.63,428
2025-01-20,15:00:00,15:15:00,2001.12,2034.16,3.14,478
2025-01-20,16:00:00,16:15:00,2034.16,2014.77,3.87,470
2025-01-21,09:00:00,09:15:00,2014.77,2008.35,2.95,413
2025-01-21,10:00:00,10:15:00,2008.35,2029.89,3.77,564
2025-01-21,11:00:00,11:15:00,2029.89,2059.88,3.96,577
2025-01-21,12:00:00,12:15:00,2059.88,2102.4,3.92,542
2025-01-21,13:00:00,13:15:00,2102.4,2089.95,4.05,520
2025-01-21,14:00:00,14:15:00,2089.95,2090.76,3.75,500
2025-01-21,15:00:00,15:15:00,2090.76,2140.76,3.18,485
2025-01-21,16:00:00,16:15:00,2140.76,2119.54,3.88,514
2025-01-22,09:00:00,09:15:00,2119.54,2129.51,3.34,526
2025-01-22,10:00:00,10:15:00,2129.51,2177.13,3.06,362
2025-01-22,11:00:00,11:15:00,2177.13,2226.12,3.03,449
2025-01-22,12:00:00,12:15:00,2226.12,2267.14,3.83,488
2025-01-22,13:00:00,13:15:00,2267.14,2269.08,2.76,456
2025-01-22,14:00:00,14:15:00,2269.08,2325.88,3.96,506
2025-01-22,15:00:00,15:15:00,2325.88,2382.95,3.9,539
2025-01-22,16:00:00,16:15:00,2382.95,2414.94,2.72,374
2025-01-23,09:00:00,09:15:00,2414.94,2392.24,4.34,559
2025-01-23,10:00:00,10:15:00,2392.24,2449.73,3.77,515
2025-01-23,11:00:00,11:15:00,2449.73,2470.39,3.83,490
2025-01-23,12:00:00,12:15:00,2470.39,2469.6,4.09,520
2025-01-23,13:00:00,13:15:00,2469.6,2453.27,4.42,625
2025-01-23,14:00:00,14:15:00,2453.27,2467.7,3.32,527
2025-01-23,15:00:00,15:15:00,2467.7,2463.19,3.36,499
2025-01-23,16:00:00,16:15:00,2463.19,2514.67,3.0,438
2025-01-24,09:00:00,09:15:00,2514.67,2555.81,2.86,372
2025-01-24,10:00:00,10:15:00,2555.81,2606.86,2.95,468
2025-01-24,11:00:00,11:15:00,2606.86,2672.07,3.04,485
2025-01-24,12:00:00,12:15:00,2672.07,2679.65,3.69,451
2025-01-24,13:00:00,13:15:00,2679.65,2739.64,4.18,610
2025-01-24,14:00:00,14:15:00,2739.64,2738.07,3.91,502
2025-01-24,15:00:00,15:15:00,2738.07,2763.77,3.8,578
2025-01-24,16:00:00,16:15:00,2763.77,2771.82,3.98,579
2025-01-25,09:00:00,09:15:00,2771.82,2841.48,3.62,439
2025-01-25,10:00:00,10:15:00,2841.48,2828.67,3.98,490
2025-01-25,11:00:00,11:15:00,2828.67,2852.97,3.12,405
2025-01-25,12:00:00,12:15:00,2852.97,2898.71,3.12,475
2025-01-25,13:00:00,13:15:00,2898.71,2919.45,3.96,532
2025-01-25,14:00:00,14:15:00,2919.45,2906.03,3.37,481
2025-01-25,15:00:00,15:15:00,2906.03,2991.7,4.45,506
2025-01-25,16:00:00,16:15:00,2991.7,2971.39,4.08,538
