date,open_time,close_time,open_price,close_price,asset_volume,number_of_trades
2025-01-05,16:00:00,16:15:00,23127.29,23154.09,54.88,5562
2025-01-06,09:00:00,09:15:00,23154.09,22648.56,52.33,5405
2025-01-06,10:00:00,10:15:00,22648.56,21978.75,56.83,5874
2025-01-06,11:00:00,11:15:00,21978.75,21892.29,50.32,5156
2025-01-06,12:00:00,12:15:00,21892.29,21688.19,38.57,4010
2025-01-06,13:00:00,13:15:00,21688.19,21616.45,40.54,4178
2025-01-06,14:00:00,14:15:00,21616.45,21121.32,38.65,3992
2025-01-06,15:00:00,15:15:00,21121.32,20830.89,37.95,3968
2025-01-06,16:00:00,16:15:00,20830.89,20451.04,48.46,4932
2025-01-07,09:00:00,09:15:00,20451.04,20347.11,42.98,4478
2025-01-07,10:00:00,10:15:00,20347.11,19781.91,49.28,5005
2025-01-07,11:00:00,11:15:00,19781.91,19988.37,47.07,4875
2025-01-07,12:00:00,12:15:00,19988.37,19831.36,45.4,4697
2025-01-07,13:00:00,13:15:00,19831.36,19863.89,54.95,5631
2025-01-07,14:00:00,14:15:00,19863.89,19814.5,37.12,3872
2025-01-07,15:00:00,15:15:00,19814.5,19382.21,50.06,5172
2025-01-07,16:00:00,16:15:00,19382.21,18942.26,45.55,4717
2025-01-08,09:00:00,09:15:00,18942.26,18454.25,51.29,5180
2025-01-08,10:00:00,10:15:00,18454.25,18674.66,59.93,6087
2025-01-08,11:00:00,11:15:00,18674.66,18524.28,45.35,4601
2025-01-08,12:00:00,12:15:00,18524.28,18292.69,51.83,5380
2025-01-08,13:00:00,13:15:00,18292.69,18198.16,35.97,3740
2025-01-08,14:00:00,14:15:00,18198.16,18046.33,46.73,4769
2025-01-08,15:00:00,15:15:00,18046.33,17723.96,37.26,3922
2025-01-08,16:00:00,16:15:00,17723.96,17571.68,48.72,4935
2025-01-09,09:00:00,09:15:00,17571.68,17510.93,52.04,5389
2025-01-09,10:00:00,10:15:00,17510.93,17692.22,49.65,5078
2025-01-09,11:00:00,11:15:00,17692.22,17707.79,51.54,5331
2025-01-09,12:00:00,12:15:00,17707.79,17359.29,38.81,4040
2025-01-09,13:00:00,13:15:00,17359.29,17176.27,52.19,5415
2025-01-09,14:00:00,14:15:00,17176.27,16954.79,38.36,3934
2025-01-09,15:00:00,15:15:00,16954.79,16916.37,47.18,4791
2025-01-09,16:00:00,16:15:00,16916.37,17117.17,40.82,4137
2025-01-10,09:00:00,09:15:00,17117.17,17340.65,55.38,5698
2025-01-10,10:00:00,10:15:00,17340.65,17381.46,47.25,4858
2025-01-10,11:00:00,11:15:00,17381.46,17216.36,40.42,4126
2025-01-10,12:00:00,12:15:00,17216.36,17422.77,52.91,5413
2025-01-10,13:00:00,13:15:00,17422.77,17100.07,39.36,4134
2025-01-10,14:00:00,14:15:00,17100.07,17316.59,53.44,5534
2025-01-10,15:00:00,15:15:00,17316.59,17275.73,47.28,4803
2025-01-10,16:00:00,16:15:00,17275.73,17440.32,55.93,5734
2025-01-11,09:00:00,09:15:00,17440.32,17644.92,56.81,5757
2025-01-11,10:00:00,10:15:00,17644.92,17713.51,37.29,3814
2025-01-11,11:00:00,11:15:00,17713.51,17760.42,38.58,3926
2025-01-11,12:00:00,12:15:00,17760.42,17616.98,44.34,4543
2025-01-11,13:00:00,13:15:00,17616.98,17258.2,54.91,5652
2025-01-11,14:00:00,14:15:00,17258.2,16851.58,50.49,5139
2025-01-11,15:00:00,15:15:00,16851.58,16636.85,39.3,4043
2025-01-11,16:00:00,16:15:00,16636.85,16237.39,55.95,5780
2025-01-12,09:00:00,09:15:00,16237.39,15889.85,53.25,5375
2025-01-12,10:00:00,10:15:00,15889.85,15991.04,39.1,4061
2025-01-12,11:00:00,11:15:00,15991.04,16178.48,52.93,5360
2025-01-12,12:00:00,12:15:00,16178.48,16017.21,47.17,4772
2025-01-12,13:00:00,13:15:00,16017.21,16177.72,42.51,4388
2025-01-12,14:00:00,14:15:00,16177.72,16436.29,58.37,6006
2025-01-12,15:00:00,15:15:00,16436.29,16330.0,47.8,4863
2025-01-12,16:00:00,16:15:00,16330.0,16357.94,47.59,4908
2025-01-13,09:00:00,09:15:00,16357.94,16386.18,49.58,5144
2025-01-13,10:00:00,10:15:00,16386.18,16546.98,50.95,5249
2025-01-13,11:00:00,11:15:00,16546.98,16705.77,56.21,5733
2025-01-13,12:00:00,12:15:00,16705.77,16915.81,41.18,4225
2025-01-13,13:00:00,13:15:00,16915.81,17059.22,43.62,4547
2025-01-13,14:00:00,14:15:00,17059.22,16755.17,48.3,4961
2025-01-13,15:00:00,15:15:00,16755.17,16833.7,54.14,5467
2025-01-13,16:00:00,16:15:00,16833.7,16977.39,56.07,5794
2025-01-14,09:00:00,09:15:00,16977.39,17075.07,38.99,4066
2025-01-14,10:00:00,10:15:00,17075.07,16731.58,42.9,4487
2025-01-14,11:00:00,11:15:00,16731.58,16384.09,52.83,5441
2025-01-14,12:00:00,12:15:00,16384.09,16319.56,35.46,3695
2025-01-14,13:00:00,13:15:00,16319.56,16234.37,40.86,4268
2025-01-14,14:00:00,14:15:00,16234.37,16035.76,46.75,4823
2025-01-14,15:00:00,15:15:00,16035.76,16110.95,50.57,5150
2025-01-14,16:00:00,16:15:00,16110.95,15982.77,43.64,4452
2025-01-15,09:00:00,09:15:00,15982.77,15762.07,56.36,5781
2025-01-15,10:00:00,10:15:00,15762.07,15681.46,44.18,4541
2025-01-15,11:00:00,11:15:00,15681.46,15955.14,53.86,5554
2025-01-15,12:00:00,12:15:00,15955.14,16105.84,43.84,4475
2025-01-15,13:00:00,13:15:00,16105.84,16381.44,45.26,4606
2025-01-15,14:00:00,14:15:00,16381.44,16381.24,38.69,3958
2025-01-15,15:00:00,15:15:00,16381.24,16099.04,54.84,5644
2025-01-15,16:00:00,16:15:00,16099.04,16347.07,43.01,4433
2025-01-16,09:00:00,09:15:00,16347.07,16479.64,38.77,3999
2025-01-16,10:00:00,10:15:00,16479.64,16292.22,40.46,4135
2025-01-16,11:00:00,11:15:00,16292.22,16425.81,49.17,5017
2025-01-16,12:00:00,12:15:00,16425.81,16382.17,39.04,4050
2025-01-16,13:00:00,13:15:00,16382.17,16452.47,44.08,4551
2025-01-16,14:00:00,14:15:00,16452.47,16601.29,44.8,4551
2025-01-16,15:00:00,15:15:00,16601.29,16319.42,41.69,4262
2025-01-16,16:00:00,16:15:00,16319.42,16354.91,38.09,3944
2025-01-17,09:00:00,09:15:00,16354.91,16491.39,50.08,5114
2025-01-17,10:00:00,10:15:00,16491.39,16460.44,43.94,4552
2025-01-17,11:00:00,11:15:00,16460.44,16352.23,52.92,5465
2025-01-17,12:00:00,12:15:00,16352.23,16156.28,48.52,5035
2025-01-17,13:00:00,13:15:00,16156.28,16085.9,49.99,5051
2025-01-17,14:00:00,14:15:00,16085.9,15866.87,55.79,5656
2025-01-17,15:00:00,15:15:00,15866.87,15740.34,39.33,4009
2025-01-17,16:00:00,16:15:00,15740.34,15613.19,54.55,5511
2025-01-18,09:00:00,09:15:00,15613.19,15510.88,41.7,4256
2025-01-18,10:00:00,10:15:00,15510.88,15734.73,43.24,4522
2025-01-18,11:00:00,11:15:00,15734.73,15649.54,53.53,5468
2025-01-18,12:00:00,12:15:00,15649.54,15644.69,40.08,4170
2025-01-18,13:00:00,13:15:00,15644.69,15859.97,47.61,4865
2025-01-18,14:00:00,14:15:00,15859.97,15602.69,44.39,4610
2025-01-18,15:00:00,15:15:00,15602.69,15691.17,45.84,4697
2025-01-18,16:00:00,16:15:00,15691.17,15416.01,55.65,5702
2025-01-19,09:00:00,09:15:00,15416.01,15473.72,49.76,5094
2025-01-19,10:00:00,10:15:00,15473.72,15709.85,48.32,5006
2025-01-19,11:00:00,11:15:00,15709.85,15665.12,42.79,4378
2025-01-19,12:00:00,12:15:00,15665.12,15796.84,52.7,5456
2025-01-19,13:00:00,13:15:00,15796.84,15550.96,53.65,5504
2025-01-19,14:00:00,14:15:00,15550.96,15362.1,57.72,5848
2025-01-19,15:00:00,15:15:00,15362.1,15264.12,53.12,5415
2025-01-19,16:00:00,16:15:00,15264.12,15357.94,36.23,3721
2025-01-20,09:00:00,09:15:00,15357.94,15292.31,43.63,4542
2025-01-20,10:00:00,10:15:00,15292.31,15477.29,40.27,4155
2025-01-20,11:00:00,11:15:00,15477.29,15281.72,39.37,3988
2025-01-20,12:00:00,12:15:00,15281.72,15144.31,41.3,4246
2025-01-20,13:00:00,13:15:00,15144.31,15019.49,40.84,4211
2025-01-20,14:00:00,14:15:00,15019.49,15158.88,46.01,4654
2025-01-20,15:00:00,15:15:00,15158.88,15238.81,36.19,3795
2025-01-20,16:00:00,16:15:00,15238.81,15077.62,46.01,4703
2025-01-21,09:00:00,09:15:00,15077.62,15424.19,41.89,4275
2025-01-21,10:00:00,10:15:00,15424.19,15219.96,45.11,4682
2025-01-21,11:00:00,11:15:00,15219.96,15312.06,47.11,4888
2025-01-21,12:00:00,12:15:00,15312.06,15465.63,48.07,4978
2025-01-21,13:00:00,13:15:00,15465.63,15317.07,55.55,5649
2025-01-21,14:00:00,14:15:00,15317.07,15457.89,42.14,4344
2025-01-21,15:00:00,15:15:00,15457.89,15382.15,45.36,4688
2025-01-21,16:00:00,16:15:00,15382.15,15631.29,48.04,4984
2025-01-22,09:00:00,09:15:00,15631.29,15981.7,54.12,5565
2025-01-22,10:00:00,10:15:00,15981.7,15823.98,43.45,4464
2025-01-22,11:00:00,11:15:00,15823.98,15620.24,40.67,4183
2025-01-22,12:00:00,12:15:00,15620.24,15764.59,44.11,4568
2025-01-22,13:00:00,13:15:00,15764.59,15964.61,53.68,5554
2025-01-22,14:00:00,14:15:00,15964.61,16040.64,35.81,3668
2025-01-22,15:00:00,15:15:00,16040.64,16033.71,50.06,5148
2025-01-22,16:00:00,16:15:00,16033.71,15900.85,40.94,4288
2025-01-23,09:00:00,09:15:00,15900.85,15898.38,40.71,4128
2025-01-23,10:00:00,10:15:00,15898.38,15904.04,45.53,4662
2025-01-23,11:00:00,11:15:00,15904.04,15804.28,46.14,4679
2025-01-23,12:00:00,12:15:00,15804.28,16130.81,55.85,5701
2025-01-23,13:00:00,13:15:00,16130.81,16299.25,39.13,3980
2025-01-23,14:00:00,14:15:00,16299.25,16373.82,42.64,4368
2025-01-23,15:00:00,15:15:00,16373.82,16365.34,43.35,4440
2025-01-23,16:00:00,16:15:00,16365.34,16542.01,41.6,4256
2025-01-24,09:00:00,09:15:00,16542.01,16915.12,38.52,4009
2025-01-24,10:00:00,10:15:00,16915.12,17003.86,50.84,5275
2025-01-24,11:00:00,11:15:00,17003.86,16963.5,46.71,4806
2025-01-24,12:00:00,12:15:00,16963.5,17159.8,35.79,3748
2025-01-24,13:00:00,13:15:00,17159.8,17569.24,57.51,5893
2025-01-24,14:00:00,14:15:00,17569.24,17496.7,54.1,5597
2025-01-24,15:00:00,15:15:00,17496.7,17302.95,43.53,4440
2025-01-24,16:00:00,16:15:00,17302.95,17560.29,47.85,4942
2025-01-25,09:00:00,09:15:00,17560.29,17801.76,48.02,4857
2025-01-25,10:00:00,10:15:00,17801.76,17951.54,47.98,4890
2025-01-25,11:00:00,11:15:00,17951.54,18323.05,49.94,5044
2025-01-25,12:00:00,12:15:00,18323.05,18476.41,40.3,4082
2025-01-25,13:00:00,13:15:00,18476.41,18573.56,37.79,3946
2025-01-25,14:00:00,14:15:00,18573.56,18416.88,44.0,4477
2025-01-25,15:00:00,15:15:00,18416.88,18828.24,47.12,4848
2025-01-25,16:00:00,16:15:00,18828.24,19003.64,42.09,4344
2025-01-26,09:00:00,09:15:00,19003.64,18964.56,39.93,4048
2025-01-26,10:00:00,10:15:00,18964.56,19074.02,51.05,5197
2025-01-26,11:00:00,11:15:00,19074.02,19513.72,45.7,4668
2025-01-26,12:00:00,12:15:00,19513.72,19406.74,40.08,4123
2025-01-26,13:00:00,13:15:00,19406.74,19721.21,37.46,3813
2025-01-26,14:00:00,14:15:00,19721.21,19658.86,51.47,5316
2025-01-26,15:00:00,15:15:00,19658.86,20165.13,45.94,4710
2025-01-26,16:00:00,16:15:00,20165.13,20339.45,46.89,4851
2025-01-27,09:00:00,09:15:00,20339.45,20486.73,50.93,5236
2025-01-27,10:00:00,10:15:00,20486.73,21103.29,43.83,4561
2025-01-27,11:00:00,11:15:00,21103.29,21278.33,51.14,5285
2025-01-27,12:00:00,12:15:00,21278.33,21383.79,42.84,4356
2025-01-27,13:00:00,13:15:00,21383.79,21700.22,42.47,4374
2025-01-27,14:00:00,14:15:00,21700.22,21914.66,46.39,4760
2025-01-27,15:00:00,15:15:00,21914.66,22169.25,50.03,5148
2025-01-27,16:00:00,16:15:00,22169.25,22461.3,46.68,4829
2025-01-28,09:00:00,09:15:00,22461.3,22500.64,55.34,5594
2025-01-28,10:00:00,10:15:00,22500.64,22343.41,49.8,5126
2025-01-28,11:00:00,11:15:00,22343.41,22757.26,47.75,4833
2025-01-28,12:00:00,12:15:00,22757.26,22596.89,41.5,4277
2025-01-28,13:00:00,13:15:00,22596.89,23271.66,50.62,5179
2025-01-28,14:00:00,14:15:00,23271.66,23167.64,43.48,4547
2025-01-28,15:00:00,15:15:00,23167.64,23255.3,54.15,5602
2025-01-28,16:00:00,16:15:00,23255.3,23312.61,45.69,4694
2025-01-29,09:00:00,09:15:00,23312.61,23278.91,41.02,4287
2025-01-29,10:00:00,10:15:00,23278.91,23649.53,35.87,3677
2025-01-29,11:00:00,11:15:00,23649.53,23737.09,44.18,4558
2025-01-29,12:00:00,12:15:00,23737.09,23949.23,50.47,5218
2025-01-29,13:00:00,13:15:00,23949.23,24439.4,47.26,4781
2025-01-29,14:00:00,14:15:00,24439.4,25152.5,42.16,4358
2025-01-29,15:00:00,15:15:00,25152.5,25594.42,45.36,4702
2025-01-29,16:00:00,16:15:00,25594.42,26291.6,46.46,4813
2025-01-30,09:00:00,09:15:00,26291.6,26801.85,49.2,4988
2025-01-30,10:00:00,10:15:00,26801.85,26995.51,50.69,5226
2025-01-30,11:00:00,11:15:00,26995.51,27449.66,39.84,4160
2025-01-30,12:00:00,12:15:00,27449.66,28325.75,57.92,5877
2025-01-30,13:00:00,13:15:00,28325.75,28320.31,43.64,4562
2025-01-30,14:00:00,14:15:00,28320.31,28614.66,46.54,4740
2025-01-30,15:00:00,15:15:00,28614.66,29070.38,36.89,3888
2025-01-30,16:00:00,16:15:00,29070.38,29420.46,43.8,4462
