date,open_time,close_time,open_price,close_price,asset_volume,number_of_trades
2025-01-15,13:00:00,13:15:00,105.88,106.62,0.18,208
2025-01-15,14:00:00,14:15:00,106.62,108.28,0.2,76
2025-01-16,09:00:00,09:15:00,108.28,108.64,0.15,141
2025-01-16,10:00:00,10:15:00,108.64,111.34,0.2,74
2025-01-16,11:00:00,11:15:00,111.34,113.87,0.14,162
2025-01-16,12:00:00,12:15:00,113.87,115.96,0.16,182
2025-01-16,13:00:00,13:15:00,115.96,117.4,0.19,135
2025-01-16,14:00:00,14:15:00,117.4,117.0,0.16,117
2025-01-17,09:00:00,09:15:00,117.0,116.1,0.2,112
2025-01-17,10:00:00,10:15:00,116.1,117.88,0.18,169
2025-01-17,11:00:00,11:15:00,117.88,119.7,0.17,195
2025-01-17,12:00:00,12:15:00,119.7,122.56,0.2,199
2025-01-17,13:00:00,13:15:00,122.56,120.96,0.19,86
2025-01-17,14:00:00,14:15:00,120.96,119.71,0.17,114
2025-01-18,09:00:00,09:15:00,119.71,121.25,0.14,188
2025-01-18,10:00:00,10:15:00,121.25,121.74,0.19,86
2025-01-18,11:00:00,11:15:00,121.74,122.33,0.17,200
2025-01-18,12:00:00,12:15:00,122.33,121.04,0.21,202
2025-01-18,13:00:00,13:15:00,121.04,121.53,0.14,201
2025-01-18,14:00:00,14:15:00,121.53,122.72,0.15,68
2025-01-19,09:00:00,09:15:00,122.72,125.43,0.17,142
2025-01-19,10:00:00,10:15:00,125.43,124.98,0.2,168
2025-01-19,11:00:00,11:15:00,124.98,125.09,0.18,147
2025-01-19,12:00:00,12:15:00,125.09,124.55,0.14,177
2025-01-19,13:00:00,13:15:00,124.55,125.22,0.13,201
2025-01-19,14:00:00,14:15:00,125.22,125.45,0.19,125
2025-01-20,09:00:00,09:15:00,125.45,127.13,0.16,185
2025-01-20,10:00:00,10:15:00,127.13,128.08,0.15,143
2025-01-20,11:00:00,11:15:00,128.08,126.77,0.2,165
2025-01-20,12:00:00,12:15:00,126.77,126.67,0.16,95
2025-01-20,13:00:00,13:15:00,126.67,128.08,0.15,73
2025-01-20,14:00:00,14:15:00,128.08,127.61,0.14,66
