token_id,timestamp,open_price,high_price,low_price,close_price
AVAX,2025-08-08T14:30:00.000Z,34.059678,35.386696,34.059678,34.398382
BTC,2025-08-08T14:30:00.000Z,46202.622469,46820.489024,45821.545378,46820.489024
DOT,2025-08-08T14:30:00.000Z,6.030356,6.219358,6.030356,6.219358
ETH,2025-08-08T14:30:00.000Z,2584.914262,2625.365398,2553.322194,2553.322194
LINK,2025-08-08T14:30:00.000Z,12.934692,13.352398,12.884621,13.177474
MATIC,2025-08-08T14:30:00.000Z,0.88775,0.88775,0.844468,0.868351
SOL,2025-08-08T14:30:00.000Z,108.826567,109.208138,104.751511,108.022719
ADA,2025-08-08T14:45:00.000Z,0.52363,0.52363,0.500235,0.506789
ALGO,2025-08-08T14:45:00.000Z,0.193478,0.214651,0.193478,0.214651
ATOM,2025-08-08T14:45:00.000Z,10.991964,11.218455,10.991964,11.218455
AVAX,2025-08-08T14:45:00.000Z,34.398382,35.220596,33.151317,33.151317
BTC,2025-08-08T14:45:00.000Z,46820.489024,46820.489024,46121.118779,46389.867456
DOT,2025-08-08T14:45:00.000Z,6.219358,6.609347,6.219358,6.609347
ETH,2025-08-08T14:45:00.000Z,2553.322194,2671.162316,2553.322194,2636.615407
LINK,2025-08-08T14:45:00.000Z,13.177474,13.353161,12.82167,12.82167
MATIC,2025-08-08T14:45:00.000Z,0.868351,0.930031,0.868351,0.930031
SOL,2025-08-08T14:45:00.000Z,108.022719,110.053632,108.022719,109.093344
ADA,2025-08-08T15:00:00.000Z,0.506789,0.525144,0.506606,0.525144
ALGO,2025-08-08T15:00:00.000Z,0.214651,0.216964,0.211893,0.214314
ATOM,2025-08-08T15:00:00.000Z,11.218455,11.603889,11.183788,11.603889
AVAX,2025-08-08T15:00:00.000Z,33.151317,34.105556,33.073528,34.105556
BTC,2025-08-08T15:00:00.000Z,46389.867456,47746.766362,46389.867456,47220.259339
DOT,2025-08-08T15:00:00.000Z,6.609347,6.609347,6.304918,6.304918
ETH,2025-08-08T15:00:00.000Z,2636.615407,2663.378456,2625.317586,2625.317586
LINK,2025-08-08T15:00:00.000Z,12.82167,12.832404,12.484069,12.734234
MATIC,2025-08-08T15:00:00.000Z,0.930031,0.960506,0.907684,0.907684
SOL,2025-08-08T15:00:00.000Z,109.093344,112.582181,108.610968,112.582181
ADA,2025-08-08T15:15:00.000Z,0.525144,0.552456,0.525144,0.531941
ALGO,2025-08-08T15:15:00.000Z,0.214314,0.214314,0.204232,0.204232
ATOM,2025-08-08T15:15:00.000Z,11.603889,12.309409,11.603889,12.309409
AVAX,2025-08-08T15:15:00.000Z,34.105556,35.374462,34.105556,35.374462
BTC,2025-08-08T15:15:00.000Z,47220.259339,47220.259339,46182.349206,47001.810079
DOT,2025-08-08T15:15:00.000Z,6.304918,6.383997,6.222778,6.383997
ETH,2025-08-08T15:15:00.000Z,2625.317586,2652.070099,2625.317586,2651.743119
LINK,2025-08-08T15:15:00.000Z,12.734234,12.804081,12.31689,12.598115
MATIC,2025-08-08T15:15:00.000Z,0.907684,0.995071,0.907684,0.995071
SOL,2025-08-08T15:15:00.000Z,112.582181,118.715983,111.540166,118.715983
ADA,2025-08-08T15:30:00.000Z,0.531941,0.550219,0.523595,0.523595
ALGO,2025-08-08T15:30:00.000Z,0.204232,0.213911,0.204232,0.210217
ATOM,2025-08-08T15:30:00.000Z,12.309409,12.630082,12.208941,12.208941
AVAX,2025-08-08T15:30:00.000Z,35.374462,35.374462,33.687997,34.278965
BTC,2025-08-08T15:30:00.000Z,47001.810079,48975.355623,47001.810079,48975.355623
DOT,2025-08-08T15:30:00.000Z,6.383997,6.383997,6.080967,6.080967
ETH,2025-08-08T15:30:00.000Z,2651.743119,2712.47458,2638.733884,2690.917391
LINK,2025-08-08T15:30:00.000Z,12.598115,12.598115,12.232261,12.360953
MATIC,2025-08-08T15:30:00.000Z,0.995071,1.026095,0.981736,0.981736
SOL,2025-08-08T15:30:00.000Z,118.715983,120.253937,114.630582,120.253937
ADA,2025-08-08T15:45:00.000Z,0.523595,0.535317,0.523595,0.535317
ALGO,2025-08-08T15:45:00.000Z,0.210217,0.211109,0.203023,0.203023
ATOM,2025-08-08T15:45:00.000Z,12.208941,12.471263,12.208941,12.471263
AVAX,2025-08-08T15:45:00.000Z,34.278965,35.471969,33.550105,33.550105
BTC,2025-08-08T15:45:00.000Z,48975.355623,49187.082251,47760.698077,49187.082251
DOT,2025-08-08T15:45:00.000Z,6.080967,6.080967,5.735064,5.735064
ETH,2025-08-08T15:45:00.000Z,2690.917391,2700.228336,2646.304142,2646.304142
LINK,2025-08-08T15:45:00.000Z,12.360953,13.090517,12.360953,13.024194
MATIC,2025-08-08T15:45:00.000Z,0.981736,0.981736,0.913095,0.920495
SOL,2025-08-08T15:45:00.000Z,120.253937,120.253937,115.011432,115.011432
ADA,2025-08-08T16:00:00.000Z,0.535317,0.545843,0.525044,0.545843
ALGO,2025-08-08T16:00:00.000Z,0.203023,0.203023,0.195648,0.196021
ATOM,2025-08-08T16:00:00.000Z,12.471263,12.754528,12.370864,12.754528
AVAX,2025-08-08T16:00:00.000Z,33.550105,34.403672,33.550105,34.403672
BTC,2025-08-08T16:00:00.000Z,49187.082251,50078.774066,49096.399369,49096.399369
DOT,2025-08-08T16:00:00.000Z,5.735064,5.735064,5.297484,5.297484
ETH,2025-08-08T16:00:00.000Z,2646.304142,2646.304142,2606.332952,2625.961442
LINK,2025-08-08T16:00:00.000Z,13.024194,13.169543,12.431816,12.431816
MATIC,2025-08-08T16:00:00.000Z,0.920495,0.961635,0.888647,0.888647
SOL,2025-08-08T16:00:00.000Z,115.011432,116.240764,111.28644,111.28644
ADA,2025-08-08T16:15:00.000Z,0.545843,0.568879,0.545843,0.561021
ALGO,2025-08-08T16:15:00.000Z,0.196021,0.205312,0.196021,0.205312
ATOM,2025-08-08T16:15:00.000Z,12.754528,12.754528,12.395846,12.514734
AVAX,2025-08-08T16:15:00.000Z,34.403672,34.661433,33.452112,33.452112
BTC,2025-08-08T16:15:00.000Z,49096.399369,51581.179609,49096.399369,51581.179609
DOT,2025-08-08T16:15:00.000Z,5.297484,5.297484,5.182627,5.249394
ETH,2025-08-08T16:15:00.000Z,2625.961442,2706.238688,2625.961442,2700.029889
LINK,2025-08-08T16:15:00.000Z,12.431816,12.431816,12.007897,12.033401
MATIC,2025-08-08T16:15:00.000Z,0.888647,0.888647,0.807376,0.833598
SOL,2025-08-08T16:15:00.000Z,111.28644,112.43265,108.365599,111.049837
ADA,2025-08-08T16:30:00.000Z,0.561021,0.57218,0.545745,0.57218
ALGO,2025-08-08T16:30:00.000Z,0.205312,0.205312,0.196134,0.199862
ATOM,2025-08-08T16:30:00.000Z,12.514734,12.514734,12.108682,12.108682
AVAX,2025-08-08T16:30:00.000Z,33.452112,33.452112,30.826089,30.826089
BTC,2025-08-08T16:30:00.000Z,51581.179609,51581.179609,50661.868417,50661.868417
DOT,2025-08-08T16:30:00.000Z,5.249394,5.290531,5.113265,5.290531
ETH,2025-08-08T16:30:00.000Z,2700.029889,2910.509183,2700.029889,2910.509183
LINK,2025-08-08T16:30:00.000Z,12.033401,12.39463,11.969445,11.969445
MATIC,2025-08-08T16:30:00.000Z,0.833598,0.858152,0.819431,0.830981
SOL,2025-08-08T16:30:00.000Z,111.049837,115.970247,111.049837,113.699659
ADA,2025-08-08T16:45:00.000Z,0.57218,0.599307,0.57218,0.579981
ALGO,2025-08-08T16:45:00.000Z,0.199862,0.215218,0.199862,0.214659
ATOM,2025-08-08T16:45:00.000Z,12.108682,12.281475,11.916396,12.143534
AVAX,2025-08-08T16:45:00.000Z,30.826089,30.826089,29.127385,29.127385
BTC,2025-08-08T16:45:00.000Z,50661.868417,51204.247952,49677.284528,49677.284528
DOT,2025-08-08T16:45:00.000Z,5.290531,5.420381,5.290531,5.420381
ETH,2025-08-08T16:45:00.000Z,2910.509183,2970.059813,2889.199319,2901.33393
LINK,2025-08-08T16:45:00.000Z,11.969445,12.738947,11.969445,12.52232
MATIC,2025-08-08T16:45:00.000Z,0.830981,0.879388,0.830981,0.879388
SOL,2025-08-08T16:45:00.000Z,113.699659,117.94565,113.492548,117.94565
ADA,2025-08-08T17:00:00.000Z,0.579981,0.614328,0.579981,0.614328
ALGO,2025-08-08T17:00:00.000Z,0.214659,0.214659,0.204422,0.209055
ATOM,2025-08-08T17:00:00.000Z,12.143534,12.419529,12.143534,12.419529
AVAX,2025-08-08T17:00:00.000Z,29.127385,29.127385,27.538661,28.576148
BTC,2025-08-08T17:00:00.000Z,49677.284528,51173.781956,49677.284528,50638.692368
DOT,2025-08-08T17:00:00.000Z,5.420381,5.420381,5.178536,5.178536
ETH,2025-08-08T17:00:00.000Z,2901.33393,2901.33393,2849.308666,2849.308666
LINK,2025-08-08T17:00:00.000Z,12.52232,13.110917,12.52232,13.110917
MATIC,2025-08-08T17:00:00.000Z,0.879388,0.928032,0.879388,0.90229
SOL,2025-08-08T17:00:00.000Z,117.94565,123.232809,116.997676,123.232809
ADA,2025-08-08T17:15:00.000Z,0.614328,0.621116,0.614328,0.619093
ALGO,2025-08-08T17:15:00.000Z,0.209055,0.227036,0.209055,0.226998
ATOM,2025-08-08T17:15:00.000Z,12.419529,12.58691,12.044505,12.044505
AVAX,2025-08-08T17:15:00.000Z,28.576148,29.344225,28.576148,28.815421
BTC,2025-08-08T17:15:00.000Z,50638.692368,51236.522683,50104.818826,51147.384988
DOT,2025-08-08T17:15:00.000Z,5.178536,5.178536,4.88259,4.88259
ETH,2025-08-08T17:15:00.000Z,2849.308666,2921.957958,2849.308666,2884.623577
LINK,2025-08-08T17:15:00.000Z,13.110917,13.110917,12.707141,13.025442
MATIC,2025-08-08T17:15:00.000Z,0.90229,0.90229,0.849339,0.8635
SOL,2025-08-08T17:15:00.000Z,123.232809,127.447629,120.746986,127.447629
ADA,2025-08-08T17:30:00.000Z,0.619093,0.619093,0.590036,0.596041
ALGO,2025-08-08T17:30:00.000Z,0.226998,0.233393,0.225843,0.233393
ATOM,2025-08-08T17:30:00.000Z,12.044505,12.105049,11.877308,12.105049
AVAX,2025-08-08T17:30:00.000Z,28.815421,30.1646,28.815421,30.1646
BTC,2025-08-08T17:30:00.000Z,51147.384988,52328.16753,51147.384988,51385.833273
DOT,2025-08-08T17:30:00.000Z,4.88259,4.936041,4.823057,4.834581
ETH,2025-08-08T17:30:00.000Z,2884.623577,2884.623577,2800.215751,2860.743208
LINK,2025-08-08T17:30:00.000Z,13.025442,13.067811,12.57092,13.067811
MATIC,2025-08-08T17:30:00.000Z,0.8635,0.894347,0.8635,0.868044
SOL,2025-08-08T17:30:00.000Z,127.447629,127.933479,127.447629,127.638296
ADA,2025-08-08T17:45:00.000Z,0.596041,0.609373,0.57668,0.609373
ALGO,2025-08-08T17:45:00.000Z,0.233393,0.236034,0.23157,0.23157
ATOM,2025-08-08T17:45:00.000Z,12.105049,12.105049,11.067065,11.067065
AVAX,2025-08-08T17:45:00.000Z,30.1646,31.341381,29.547357,29.547357
BTC,2025-08-08T17:45:00.000Z,51385.833273,51385.833273,49307.889429,49853.05144
DOT,2025-08-08T17:45:00.000Z,4.834581,5.031584,4.834581,4.867507
ETH,2025-08-08T17:45:00.000Z,2860.743208,2860.743208,2758.718123,2758.718123
LINK,2025-08-08T17:45:00.000Z,13.067811,13.50575,12.746802,12.746802
MATIC,2025-08-08T17:45:00.000Z,0.868044,0.881628,0.860381,0.867578
SOL,2025-08-08T17:45:00.000Z,127.638296,127.96371,123.080502,123.656191
ADA,2025-08-08T18:00:00.000Z,0.609373,0.609373,0.592793,0.598855
ALGO,2025-08-08T18:00:00.000Z,0.23157,0.23157,0.209193,0.209193
ATOM,2025-08-08T18:00:00.000Z,11.067065,11.212836,10.968562,11.001465
AVAX,2025-08-08T18:00:00.000Z,29.547357,30.750675,29.547357,29.634252
BTC,2025-08-08T18:00:00.000Z,49853.05144,50742.229027,48846.439722,50742.229027
DOT,2025-08-08T18:00:00.000Z,4.867507,4.980788,4.819321,4.819321
ETH,2025-08-08T18:00:00.000Z,2758.718123,2825.659809,2758.718123,2822.391504
LINK,2025-08-08T18:00:00.000Z,12.746802,12.746802,12.31763,12.386242
MATIC,2025-08-08T18:00:00.000Z,0.867578,0.872588,0.832995,0.872588
SOL,2025-08-08T18:00:00.000Z,123.656191,128.565184,123.656191,125.760466
ADA,2025-08-08T18:15:00.000Z,0.598855,0.598855,0.576292,0.576292
ALGO,2025-08-08T18:15:00.000Z,0.209193,0.209193,0.202006,0.202006
ATOM,2025-08-08T18:15:00.000Z,11.001465,11.391241,11.001465,11.391241
AVAX,2025-08-08T18:15:00.000Z,29.634252,29.634252,27.569684,27.569684
BTC,2025-08-08T18:15:00.000Z,50742.229027,53431.571902,50742.229027,53431.571902
DOT,2025-08-08T18:15:00.000Z,4.819321,4.934646,4.765127,4.852792
ETH,2025-08-08T18:15:00.000Z,2822.391504,2904.053725,2822.391504,2877.659619
LINK,2025-08-08T18:15:00.000Z,12.386242,12.803603,12.221714,12.221714
MATIC,2025-08-08T18:15:00.000Z,0.872588,0.922646,0.872588,0.922646
SOL,2025-08-08T18:15:00.000Z,125.760466,125.760466,121.34287,123.943106
ADA,2025-08-08T18:30:00.000Z,0.576292,0.576292,0.548412,0.570076
ALGO,2025-08-08T18:30:00.000Z,0.202006,0.207081,0.201041,0.206807
ATOM,2025-08-08T18:30:00.000Z,11.391241,11.391241,11.083068,11.083068
AVAX,2025-08-08T18:30:00.000Z,27.569684,27.569684,26.733639,26.890301
BTC,2025-08-08T18:30:00.000Z,53431.571902,55503.469669,53431.571902,55503.469669
DOT,2025-08-08T18:30:00.000Z,4.852792,4.967866,4.835618,4.967866
ETH,2025-08-08T18:30:00.000Z,2877.659619,2877.659619,2813.993997,2854.781035
LINK,2025-08-08T18:30:00.000Z,12.221714,12.682435,11.949418,12.682435
MATIC,2025-08-08T18:30:00.000Z,0.922646,0.988634,0.922646,0.988634
SOL,2025-08-08T18:30:00.000Z,123.943106,128.243114,122.664469,128.243114
ADA,2025-08-08T18:45:00.000Z,0.570076,0.584704,0.561945,0.584704
ALGO,2025-08-08T18:45:00.000Z,0.206807,0.211901,0.204078,0.211901
ATOM,2025-08-08T18:45:00.000Z,11.083068,11.904214,11.083068,11.904214
AVAX,2025-08-08T18:45:00.000Z,26.890301,28.624925,26.890301,27.941999
BTC,2025-08-08T18:45:00.000Z,55503.469669,55503.469669,55009.31029,55308.285563
DOT,2025-08-08T18:45:00.000Z,4.967866,5.130571,4.967866,5.106418
ETH,2025-08-08T18:45:00.000Z,2854.781035,2864.294739,2819.74272,2819.74272
LINK,2025-08-08T18:45:00.000Z,12.682435,12.799132,12.407694,12.407694
MATIC,2025-08-08T18:45:00.000Z,0.988634,0.988634,0.921481,0.948866
SOL,2025-08-08T18:45:00.000Z,128.243114,134.978718,128.243114,133.183385
ADA,2025-08-08T19:00:00.000Z,0.584704,0.597919,0.584704,0.595326
ALGO,2025-08-08T19:00:00.000Z,0.211901,0.214209,0.207897,0.214209
ATOM,2025-08-08T19:00:00.000Z,11.904214,12.720727,11.904214,12.541805
AVAX,2025-08-08T19:00:00.000Z,27.941999,28.04655,27.244808,28.04655
BTC,2025-08-08T19:00:00.000Z,55308.285563,55655.26038,54394.083066,54394.083066
DOT,2025-08-08T19:00:00.000Z,5.106418,5.277484,5.106418,5.125085
ETH,2025-08-08T19:00:00.000Z,2819.74272,2860.53389,2761.166117,2860.53389
LINK,2025-08-08T19:00:00.000Z,12.407694,12.760233,12.308485,12.308485
MATIC,2025-08-08T19:00:00.000Z,0.948866,0.948866,0.900601,0.924975
SOL,2025-08-08T19:00:00.000Z,133.183385,133.183385,129.792443,130.311941
ADA,2025-08-08T19:15:00.000Z,0.595326,0.613473,0.591497,0.613473
ALGO,2025-08-08T19:15:00.000Z,0.214209,0.214209,0.209166,0.210587
ATOM,2025-08-08T19:15:00.000Z,12.541805,12.541805,12.076019,12.38138
AVAX,2025-08-08T19:15:00.000Z,28.04655,29.314497,28.04655,29.314497
BTC,2025-08-08T19:15:00.000Z,54394.083066,55206.863814,54076.118217,54669.358953
DOT,2025-08-08T19:15:00.000Z,5.125085,5.125085,4.95012,4.95012
ETH,2025-08-08T19:15:00.000Z,2860.53389,2932.926659,2860.53389,2866.271443
LINK,2025-08-08T19:15:00.000Z,12.308485,12.308485,11.849539,11.849539
MATIC,2025-08-08T19:15:00.000Z,0.924975,0.924975,0.884958,0.909077
SOL,2025-08-08T19:15:00.000Z,130.311941,131.314435,129.46762,129.46762
ADA,2025-08-08T19:30:00.000Z,0.613473,0.624898,0.602347,0.624898
ALGO,2025-08-08T19:30:00.000Z,0.210587,0.214109,0.204642,0.214109
ATOM,2025-08-08T19:30:00.000Z,12.38138,12.38138,11.615044,11.615044
AVAX,2025-08-08T19:30:00.000Z,29.314497,29.314497,28.385692,28.8235
BTC,2025-08-08T19:30:00.000Z,54669.358953,55107.404999,54020.900763,54773.424583
DOT,2025-08-08T19:30:00.000Z,4.95012,5.133331,4.95012,5.133331
ETH,2025-08-08T19:30:00.000Z,2866.271443,2889.546614,2828.106838,2889.546614
LINK,2025-08-08T19:30:00.000Z,11.849539,12.322938,11.821384,11.821384
MATIC,2025-08-08T19:30:00.000Z,0.909077,0.963223,0.909077,0.963223
SOL,2025-08-08T19:30:00.000Z,129.46762,134.194718,129.333773,133.240232
ADA,2025-08-08T19:45:00.000Z,0.624898,0.676776,0.624898,0.676776
ALGO,2025-08-08T19:45:00.000Z,0.214109,0.220473,0.214109,0.214396
ATOM,2025-08-08T19:45:00.000Z,11.615044,11.881887,11.23407,11.881887
AVAX,2025-08-08T19:45:00.000Z,28.8235,28.8235,27.237208,27.770092
BTC,2025-08-08T19:45:00.000Z,54773.424583,55942.732606,54773.424583,55942.732606
DOT,2025-08-08T19:45:00.000Z,5.133331,5.200224,5.041656,5.12901
ETH,2025-08-08T19:45:00.000Z,2889.546614,2889.546614,2818.13325,2818.13325
LINK,2025-08-08T19:45:00.000Z,11.821384,11.991246,11.725909,11.725909
MATIC,2025-08-08T19:45:00.000Z,0.963223,1.001994,0.963223,0.997735
SOL,2025-08-08T19:45:00.000Z,133.240232,133.745974,126.631134,126.631134
ADA,2025-08-08T20:00:00.000Z,0.676776,0.676776,0.64699,0.64699
ALGO,2025-08-08T20:00:00.000Z,0.214396,0.214396,0.200441,0.204837
ATOM,2025-08-08T20:00:00.000Z,11.881887,11.881887,11.289929,11.289929
AVAX,2025-08-08T20:00:00.000Z,27.770092,28.48547,27.770092,28.48547
BTC,2025-08-08T20:00:00.000Z,55942.732606,55966.979965,54901.201962,54901.201962
DOT,2025-08-08T20:00:00.000Z,5.12901,5.143724,4.953455,4.953455
ETH,2025-08-08T20:00:00.000Z,2818.13325,2818.13325,2663.471815,2663.471815
LINK,2025-08-08T20:00:00.000Z,11.725909,11.725909,11.219981,11.219981
MATIC,2025-08-08T20:00:00.000Z,0.997735,0.997735,0.950233,0.974608
SOL,2025-08-08T20:00:00.000Z,126.631134,132.347496,126.631134,130.987481
ADA,2025-08-08T20:15:00.000Z,0.64699,0.680442,0.64699,0.672038
ALGO,2025-08-08T20:15:00.000Z,0.204837,0.204837,0.18917,0.18917
ATOM,2025-08-08T20:15:00.000Z,11.289929,11.722862,11.289929,11.722862
AVAX,2025-08-08T20:15:00.000Z,28.48547,28.921704,27.832068,28.019163
BTC,2025-08-08T20:15:00.000Z,54901.201962,56719.073319,54901.201962,56719.073319
DOT,2025-08-08T20:15:00.000Z,4.953455,5.021896,4.953455,5.00164
ETH,2025-08-08T20:15:00.000Z,2663.471815,2671.080128,2607.772067,2635.755772
LINK,2025-08-08T20:15:00.000Z,11.219981,11.895327,11.219981,11.895327
MATIC,2025-08-08T20:15:00.000Z,0.974608,0.974608,0.940037,0.956047
SOL,2025-08-08T20:15:00.000Z,130.987481,139.445394,130.987481,139.445394
ADA,2025-08-08T20:30:00.000Z,0.672038,0.672038,0.639788,0.664111
ALGO,2025-08-08T20:30:00.000Z,0.18917,0.199011,0.188662,0.199011
ATOM,2025-08-08T20:30:00.000Z,11.722862,11.722862,11.300475,11.300475
AVAX,2025-08-08T20:30:00.000Z,28.019163,28.019163,26.604612,26.980365
BTC,2025-08-08T20:30:00.000Z,56719.073319,57175.912251,56007.872747,56007.872747
DOT,2025-08-08T20:30:00.000Z,5.00164,5.00164,4.795163,4.795163
ETH,2025-08-08T20:30:00.000Z,2635.755772,2660.151016,2561.906893,2561.906893
LINK,2025-08-08T20:30:00.000Z,11.895327,12.040531,11.622955,11.622955
MATIC,2025-08-08T20:30:00.000Z,0.956047,0.975228,0.920682,0.920682
SOL,2025-08-08T20:30:00.000Z,139.445394,150.406453,139.445394,150.406453
ADA,2025-08-08T20:45:00.000Z,0.664111,0.680947,0.664111,0.680947
ALGO,2025-08-08T20:45:00.000Z,0.199011,0.203795,0.197393,0.200602
ATOM,2025-08-08T20:45:00.000Z,11.300475,11.517081,11.259443,11.517081
AVAX,2025-08-08T20:45:00.000Z,26.980365,26.980365,25.418902,25.418902
BTC,2025-08-08T20:45:00.000Z,56007.872747,56261.521595,55112.308804,56261.521595
DOT,2025-08-08T20:45:00.000Z,4.795163,4.811847,4.664336,4.811847
ETH,2025-08-08T20:45:00.000Z,2561.906893,2616.355559,2561.906893,2588.159654
LINK,2025-08-08T20:45:00.000Z,11.622955,11.656031,11.089362,11.089362
MATIC,2025-08-08T20:45:00.000Z,0.920682,0.939899,0.898669,0.939899
SOL,2025-08-08T20:45:00.000Z,150.406453,150.406453,140.286089,140.286089
ADA,2025-08-08T21:00:00.000Z,0.680947,0.680947,0.671073,0.67609
ALGO,2025-08-08T21:00:00.000Z,0.200602,0.205071,0.196892,0.196892
ATOM,2025-08-08T21:00:00.000Z,11.517081,11.625491,10.996767,10.996767
AVAX,2025-08-08T21:00:00.000Z,25.418902,25.555272,24.110468,24.110468
BTC,2025-08-08T21:00:00.000Z,56261.521595,56261.521595,54912.234733,55996.016352
DOT,2025-08-08T21:00:00.000Z,4.811847,4.811847,4.568592,4.568592
ETH,2025-08-08T21:00:00.000Z,2588.159654,2588.159654,2417.002668,2417.002668
LINK,2025-08-08T21:00:00.000Z,11.089362,11.930032,11.089362,11.930032
MATIC,2025-08-08T21:00:00.000Z,0.939899,0.941161,0.913648,0.913648
SOL,2025-08-08T21:00:00.000Z,140.286089,145.511509,139.078811,139.180532
ADA,2025-08-08T21:15:00.000Z,0.67609,0.678197,0.667964,0.678197
